,business_status,formatted_address,geometry,icon,id,name,opening_hours,photos,place_id,plus_code,rating,reference,types,user_ratings_total,permanently_closed,tag,price_level,results
340,CLOSED_TEMPORARILY,"Valankanni, Baina, Mormugao, Goa 403802, India","{'location': {'lat': 15.3886015, 'lng': 73.8086294}, 'viewport': {'northeast': {'lat': 15.38989492989272, 'lng': 73.80988747989272}, 'southwest': {'lat': 15.38719527010728, 'lng': 73.80718782010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,8a2b6828811e782241b810cfcc9fb99b87ff115e,Shafi Masjid,,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116424944653925062775"">Abdul RV</a>'], 'photo_reference': 'CmRaAAAAHx0hTyiIGFQLFCAmC5aG5DhG9t-ZxBodJVmBgRnPnZgZ7rAFEOHIuiPOAaSNc25km1wMPoW-n3_GkKOVHhVtRRnS7PKD0hho7Q0XMn94_FR94rtGTF_aGOWzUZfRmqOxEhCnWN3ilF-Z4NAzfgo-3Rs2GhTSn-aRUvmwRpVX8GoUsYQG4_YZBw', 'width': 3120}]",ChIJAQAA8LnHvzsR4x2IrCrqaQ0,"{'compound_code': '9RQ5+CF Baina, Mormugao, Goa', 'global_code': '7J7M9RQ5+CF'}",4.3,ChIJAQAA8LnHvzsR4x2IrCrqaQ0,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",47,TRUE,mosque,,
341,CLOSED_TEMPORARILY,"B/60/1, General Costa Alvares Rd, Panjim Market, Panaji, Goa 403001, India","{'location': {'lat': 15.4996936, 'lng': 73.82299429999999}, 'viewport': {'northeast': {'lat': 15.50102657989272, 'lng': 73.82425502989271}, 'southwest': {'lat': 15.49832692010728, 'lng': 73.82155537010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,0087d48d7433a62fea331ab4b6d9e2ef562eae15,Noori Masjid,,"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104132677431382396461"">The Reality Behind</a>'], 'photo_reference': 'CmRaAAAAqVyxNQk74-xSvy5NsKvIqjNI5D0Kum74pMPBjZqLi_svd4-FwYT7F89C-HwQretB6v7d-sOww8_3R0cUkCGRvrjeJnXThtr0rkuC6foRt6RvcJqJBX7FnG7XOW4_4Y8vEhCfRqnx_-QkKr-Rl5zVR3dGGhQwZ-9i4WPyUTb8Sx4LbmyeS5rYuA', 'width': 4608}]",ChIJRUqG7IvAvzsRne2l5tg1Wuo,"{'compound_code': 'FRXF+V5 Panaji, Goa', 'global_code': '7J7MFRXF+V5'}",4.9,ChIJRUqG7IvAvzsRne2l5tg1Wuo,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",13,TRUE,mosque,,
342,CLOSED_TEMPORARILY,"Valpoi, Goa 403506, India","{'location': {'lat': 15.5277548, 'lng': 74.1303087}, 'viewport': {'northeast': {'lat': 15.52915922989272, 'lng': 74.13174672989273}, 'southwest': {'lat': 15.52645957010728, 'lng': 74.12904707010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,345cf05a28ee6d20f174a93ca475c0fbec5ce580,"Jama Masjid,",,"[{'height': 2736, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113542741692127431877"">Mohamad Shafi Aga</a>'], 'photo_reference': 'CmRaAAAAI3P1AGmw-8On0bFoNRpbeeiWiW6rL7WqNoOcVNDawTQP7qgLM2wjf5WcxVMS1QT2N_4rJ2B8McXX3qknVyWGAPn9y36kAJNLXs_tv2T02RzTca8WyMEN2Cei93wohIoUEhC3AhX7L8DsbJFoLxuDPrJEGhQH9Arl3vhkHgnfyT_PntIm-jk4NQ', 'width': 4864}]",ChIJUcGTBIKhvzsRr0iyhpdlerQ,"{'compound_code': 'G4HJ+44 Valpoi, Goa', 'global_code': '7J7PG4HJ+44'}",3.8,ChIJUcGTBIKhvzsRr0iyhpdlerQ,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",12,TRUE,mosque,,
343,CLOSED_TEMPORARILY,"Shiroda, Goa 403103, India","{'location': {'lat': 15.3203, 'lng': 74.0294385}, 'viewport': {'northeast': {'lat': 15.32179027989272, 'lng': 74.03084617989272}, 'southwest': {'lat': 15.31909062010728, 'lng': 74.02814652010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,b28264601d299af582165e8035f066d413cdaa19,Shiroda Masjid مسجد,,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102252152493714248103"">Pandurang Khandeparkar</a>'], 'photo_reference': 'CmRaAAAAbOqYSQcRH53T2wva5TE90Ib-fD-3xDJP6x8K0JCqjb47MrBg4UknoauddPDem0VmH-KmN38EF2eoznO38c_HJJCbgAnKekgHhfQfn5rkBja-mrjeIQ87gM-uEyolSfV_EhBZRLAa69y4zxJAJkp0ZhNBGhSgMukgJBQWMJBa-z-ZAgtwtR-zlw', 'width': 2448}]",ChIJJxdLUN-xvzsRm_5Gmo7Qk2s,"{'compound_code': '82CH+4Q Shiroda, Goa', 'global_code': '7J7P82CH+4Q'}",4.3,ChIJJxdLUN-xvzsRm_5Gmo7Qk2s,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",13,TRUE,mosque,,
344,CLOSED_TEMPORARILY,"Aashiyana Building, karaswada junction, Duler Ground Rd, Karaswada, Mapusa, Goa 403507, India","{'location': {'lat': 15.6072948, 'lng': 73.8235234}, 'viewport': {'northeast': {'lat': 15.60867627989272, 'lng': 73.82478527989272}, 'southwest': {'lat': 15.60597662010728, 'lng': 73.82208562010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,1901254160d6ba612fde2ea3e4cbac293b43f7e4,Maktab Tablighi jamaat Masjid,,,ChIJm8fcs-_rvzsR121SqZFyo4Q,"{'compound_code': 'JR4F+WC Karaswada, Mapusa, Goa', 'global_code': '7J7MJR4F+WC'}",3.8,ChIJm8fcs-_rvzsR121SqZFyo4Q,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",16,TRUE,mosque,,
345,CLOSED_TEMPORARILY,"Haveli, Curti, Ponda, Goa 403401, India","{'location': {'lat': 15.4082334, 'lng': 74.01027920000001}, 'viewport': {'northeast': {'lat': 15.40948622989272, 'lng': 74.01167787989272}, 'southwest': {'lat': 15.40678657010728, 'lng': 74.00897822010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,45d2b7a2104cf8cb7235af7264193a84d2d19e80,Sunni Shahi Madina Masjid,,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103229222012988344742"">Adil Khan</a>'], 'photo_reference': 'CmRaAAAAbnaTZzzoMjmqyFRcE4k1m23JiikPr2emZ83IYLdguFuGOxSe8WW10TkdIWV6Iftk0lJu0PdYhukPWzTSjQFU5_KRd2wIaPWFIMi5W_WVQJDOKz-3wOvCHSwALHb-WZAdEhDlV8nEHTkO8ZAmI9pInhAVGhTzSy2mjApkr9Cpdo-Z2EAAdxwrtQ', 'width': 4160}]",ChIJAWhzEMG6vzsRd5-Hmp-Zwxo,"{'compound_code': 'C256+74 Curti, Goa', 'global_code': '7J7PC256+74'}",4.6,ChIJAWhzEMG6vzsRd5-Hmp-Zwxo,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",20,TRUE,mosque,,
346,CLOSED_TEMPORARILY,"Kathar wada, Bicholim, Goa 403529, India","{'location': {'lat': 15.5790872, 'lng': 73.95876969999999}, 'viewport': {'northeast': {'lat': 15.58035682989272, 'lng': 73.96000207989272}, 'southwest': {'lat': 15.57765717010728, 'lng': 73.95730242010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,95e4a1802b27632a5a69b87359d092bd8563823b,Masjid,,,ChIJp7J1jXCXvzsRsrGRt_EtxaU,"{'compound_code': 'HXH5+JG Bicholim, Goa', 'global_code': '7J7MHXH5+JG'}",0,ChIJp7J1jXCXvzsRsrGRt_EtxaU,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",0,TRUE,mosque,,
347,CLOSED_TEMPORARILY,"Bicholim, Goa 403529, India","{'location': {'lat': 15.5866262, 'lng': 73.9540081}, 'viewport': {'northeast': {'lat': 15.58808582989272, 'lng': 73.95542077989272}, 'southwest': {'lat': 15.58538617010728, 'lng': 73.95272112010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,5d8cffb2a677d5abf5f6742052f9fad3a565f372,Azad Jama Masjid مسجد,,"[{'height': 4192, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114556307798654787848"">भटकंती</a>'], 'photo_reference': 'CmRaAAAAGZPySp_TwefYHeOKMQtVXy3cH5iZ04kkQ9ZVajrOIGnrdP-g7sX-WvIEEaaN4mPNcUcAIMCXK1lPnmLmq6af_NHsqYfg0kI9WVBoWSm3XtDWRnad-ZN0_6_NbqePaqSqEhD2PTeK_mG8KPxLW-kWF0aZGhRGLiKmjd66N3c1gtPTu12EfvmeAw', 'width': 3104}]",ChIJf7GujGuWvzsRUXncr15Am8w,"{'compound_code': 'HXP3+MJ Bicholim, Goa', 'global_code': '7J7MHXP3+MJ'}",4.6,ChIJf7GujGuWvzsRUXncr15Am8w,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",41,TRUE,mosque,,
348,CLOSED_TEMPORARILY,"Silva Nagar, Ponda, Goa 403401, India","{'location': {'lat': 15.4010375, 'lng': 74.0149442}, 'viewport': {'northeast': {'lat': 15.40245512989272, 'lng': 74.01636862989272}, 'southwest': {'lat': 15.39975547010728, 'lng': 74.01366897010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,2a0aa744743c9a325445a2d4ca919f574d3789eb,Masjid E Fatima,,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104276380517496427632"">Fairoze Basha</a>'], 'photo_reference': 'CmRaAAAAHpAqo9cVSHXbiEMzLtiydeJJ0_JG6H-MTGwhoWEWyMc31rQn_btZbEr5RRsfyeSl6VRsOuib0KYGYw2gZZLUoU4tml3HEa-sNSDchyx4Qc897C5NpL6EONIsw63DB-irEhAnH6W0s2Ed_j9sNNCRSdQUGhS136cYreJP_wd4pjY-6MWnxz8qbA', 'width': 3120}]",ChIJewAJDLm6vzsRKQPuS1FUcqA,"{'compound_code': 'C227+CX Silva Nagar, Ponda, Goa', 'global_code': '7J7PC227+CX'}",4.7,ChIJewAJDLm6vzsRKQPuS1FUcqA,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",9,TRUE,mosque,,
349,CLOSED_TEMPORARILY,"Unnamed Road, Cuncolim, Goa 403703, India","{'location': {'lat': 15.1713216, 'lng': 74.01981169999999}, 'viewport': {'northeast': {'lat': 15.17232387989272, 'lng': 74.02113367989273}, 'southwest': {'lat': 15.16962422010728, 'lng': 74.01843402010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,dbeb4a6a87a90d4a22f87a3367e44347dfe3345d,Eid gah Cuncolim Goa,,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110220836001215244666"">Saddab Idrisi.</a>'], 'photo_reference': 'CmRaAAAArNdo1sI2WPBIlYLRtO1lCBRtJHehnvSf7Lm3qxbMIrQv2tg-y2-tgpE_5L26s22-MEkgmnc5xCHCZ-ymtpgujAUuWiB-ZFuEWDFNc-7uBW9GPKjCdSPIljcrsYKPedwyEhDRU_4i4l0lCP4R9ZnI2FLmGhRCTC2RhaCsGXtMsjTefI0KxyhVAA', 'width': 3000}]",ChIJF2AHVLdNvjsR973tlM6Nwxs,"{'compound_code': '52C9+GW Cuncolim, Goa', 'global_code': '7J7P52C9+GW'}",3,ChIJF2AHVLdNvjsR973tlM6Nwxs,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",2,TRUE,mosque,,
350,CLOSED_TEMPORARILY,"Near Don Bosco High School, Panaji, Goa 403001, India","{'location': {'lat': 15.4967487, 'lng': 73.8223012}, 'viewport': {'northeast': {'lat': 15.49812672989272, 'lng': 73.82362037989273}, 'southwest': {'lat': 15.49542707010728, 'lng': 73.82092072010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,149fa6212ada468dc64aa3c84025389934500bb5,Inam Cimplex,,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117940460191880906363"">Nasir khan Rauf khan</a>'], 'photo_reference': 'CmRaAAAAHmW6MCUF5tq8KFqWHWlm4PuoV3aAHL-mqLtSpocrN685-IVdtdSvPSB0EYrjt2bzSSuBPcHTyXS7vdrDjpfQjP2A5poeBOE7cyx6LUppb-P8ii7326fKJo8Htg7YpLzkEhDLbhCr-JuroQeTEG9DUnYqGhQvrh10HdJP8YaZqHJy5djilVnWJA', 'width': 1280}]",ChIJFzhaRIzAvzsRpLahR2DlywY,"{'compound_code': 'FRWC+MW Panaji, Goa', 'global_code': '7J7MFRWC+MW'}",5,ChIJFzhaRIzAvzsRpLahR2DlywY,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",5,TRUE,mosque,,
351,CLOSED_TEMPORARILY,"جامعة المعارف و المسجدAmbaji, Fatorda, Margao, Goa 403602, India","{'location': {'lat': 15.3003541, 'lng': 73.9601872}, 'viewport': {'northeast': {'lat': 15.30166677989272, 'lng': 73.96156597989273}, 'southwest': {'lat': 15.29896712010728, 'lng': 73.95886632010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,5d5f7e3f68c2595c9b5dd5d902e2290c24dff773,Madrasa E Jamiat Ul Ma'rif & Masjid,,"[{'height': 4128, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107122048854774670332"">Raiyyan Al qasmi</a>'], 'photo_reference': 'CmRaAAAAkw2Vzyscma4FXJbKMXyjjVsiQMEJxVVzg3ZeiL2KOvWoV_6xQGQtjA6_eWw5UZTKkfjaUH5OUMYGfqx5J0CVgP3fCoqdI-AWzZLfuFfZpGToxR7GYaxQ4soYcdWXu3l5EhDWwgWkCuFZ7HQbW5aY_lHDGhTwt_SQnTdPMDtelliyLNU6QPa4Qw', 'width': 3096}]",ChIJK2x3hpexvzsRa2jZpJAf7H0,"{'compound_code': '8X26+43 Margao, Goa', 'global_code': '7J7M8X26+43'}",4.5,ChIJK2x3hpexvzsRa2jZpJAf7H0,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",22,TRUE,mosque,,
352,CLOSED_TEMPORARILY,"Zari, Sancoale, Goa 403726, India","{'location': {'lat': 15.3853586, 'lng': 73.8680899}, 'viewport': {'northeast': {'lat': 15.38674957989272, 'lng': 73.86937077989273}, 'southwest': {'lat': 15.38404992010728, 'lng': 73.86667112010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,c4ce47357116b1125a4ddece71a7e3a57a4f1a55,Madni Masjid,,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110294605636218453127"">Mohamed Fakruddin ashrafi</a>'], 'photo_reference': 'CmRaAAAA0e_FiJIFrL12W9A2gdJw8rVUElg8Y1pZ-mZJ4OmjRLGTwJIqn0x383Z5hFPWp1PgNvPd355J3pw8aIwn1xrU3RXA1jkR2cr2SBmzwDYfRCKSQR6gAggjCryImVyYFMxDEhCvBG_OpTx5kYakhSaGURrrGhQVPO13RZCd6p558arMEloHaYY7Tg', 'width': 720}]",ChIJDY5CAT24vzsRHS9w9XAodT0,"{'compound_code': '9VP9+46 Zari, Sancoale, Goa', 'global_code': '7J7M9VP9+46'}",3.8,ChIJDY5CAT24vzsRHS9w9XAodT0,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",22,TRUE,mosque,,
353,CLOSED_TEMPORARILY,"Gogol Housing Board, Margao, Goa 403601, India","{'location': {'lat': 15.2824154, 'lng': 73.98921949999999}, 'viewport': {'northeast': {'lat': 15.28375852989272, 'lng': 73.99060862989272}, 'southwest': {'lat': 15.28105887010728, 'lng': 73.98790897010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,f6d408bef84f7ba59a98399eb477e74a01aa0658,Sunni Gulistan Masjid,,,ChIJb7lWny6yvzsRwC6Hd2Jba7s,"{'compound_code': '7XJQ+XM Gogol Housing Board, Margao, Goa', 'global_code': '7J7M7XJQ+XM'}",4.7,ChIJb7lWny6yvzsRwC6Hd2Jba7s,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",12,TRUE,mosque,,
354,CLOSED_TEMPORARILY,"Maina, Curtorim, Goa 403709, India","{'location': {'lat': 15.2843937, 'lng': 74.0020766}, 'viewport': {'northeast': {'lat': 15.28577937989272, 'lng': 74.00346772989272}, 'southwest': {'lat': 15.28307972010728, 'lng': 74.00076807010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,2f5454ae810799cc702449194c08dfa0db66d7ca,Masjid - E - Nizami,,"[{'height': 719, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109660779836005815053"">A Google User</a>'], 'photo_reference': 'CmRaAAAAPkG0M75cZ2Z9p5hJxvZxPpAXfq1Yi9Bx3u42XFuQHVC6_DZjjPlnDcsrkZo7eYbnHce-X7hsQEZ7YkBSCLt7QmTjA6U65Y_0rPT7QqqGHolzjAD5LoqOlqalwJkWOSTQEhCrgB8oa_EVLDJT-dg2qnPdGhQtWjUx40dO1mwgsn3r82BIH6MSpQ', 'width': 1081}]",ChIJwVlTS-ezvzsRkGtau4IzPkg,"{'compound_code': '72M2+QR Maina, Curtorim, Goa', 'global_code': '7J7P72M2+QR'}",4.8,ChIJwVlTS-ezvzsRkGtau4IzPkg,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",5,TRUE,mosque,,
355,CLOSED_TEMPORARILY,"Near Big G Mall Rua De, Rua das Saudades, Pajifond, Margao, Goa 403601, India","{'location': {'lat': 15.272464, 'lng': 73.96277309999999}, 'viewport': {'northeast': {'lat': 15.27381487989272, 'lng': 73.96415597989271}, 'southwest': {'lat': 15.27111522010728, 'lng': 73.96145632010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,75fc5bb38abc32f75055e69b3fb173360a3592e5,Shia Imami Ismaili Khoja Jamatkhana,,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114204035118650912032"">Bhagirath Khuman</a>'], 'photo_reference': 'CmRaAAAARNYoFV_956vdEqBZHROrvJd3fQUvlbqglHxAdCUgmAQ7DfSjfbOqmkePzXwOiKjdXlyWFjb6FyfF4XWV_iSRePP1Qm1NreZubZ9jmtSy4HONfRSrHANWKmJrUImS6T7DEhDNhNkbwWgb1ENYAIH_pYbZGhQr69iBgo4XHUNifZYpn5sSu7d_Ig', 'width': 4160}]",ChIJkf3wrsOzvzsRZgrKQtd-mFs,"{'compound_code': '7XC7+X4 Pajifond, Margao, Goa', 'global_code': '7J7M7XC7+X4'}",4.2,ChIJkf3wrsOzvzsRZgrKQtd-mFs,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",32,TRUE,mosque,,
356,CLOSED_TEMPORARILY,"SH 4, Desai Nagar, Casabe De Sanquelim, Goa 403505, India","{'location': {'lat': 15.5670454, 'lng': 74.00827559999999}, 'viewport': {'northeast': {'lat': 15.56843462989272, 'lng': 74.00983772989271}, 'southwest': {'lat': 15.56573497010728, 'lng': 74.00713807010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_islam-71.png,81d9235673d923063f0b45ef8af2710ee695ca8d,Sanquelim Mosque,,,ChIJV1TL8-CXvzsRQuqWa1Vg4fk,"{'compound_code': 'H285+R8 Casabe De Sanquelim, Goa', 'global_code': '7J7PH285+R8'}",3.8,ChIJV1TL8-CXvzsRQuqWa1Vg4fk,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",14,TRUE,mosque,,
357,OPERATIONAL,"Near, Holiday Village, Volante-Betim, Reis Magoo's, Alto- Betim Porvorim, Penha de França, Goa 403521, India","{'location': {'lat': 15.5155955, 'lng': 73.8190461}, 'viewport': {'northeast': {'lat': 15.51703512989272, 'lng': 73.82046872989271}, 'southwest': {'lat': 15.51433547010728, 'lng': 73.81776907010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,afe32ff313aebc03641c5c36fe59046ab90ace7b,Viva Goa Restaurant and Bar,{'open_now': True},"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111616127171167376424"">Shail Joshi</a>'], 'photo_reference': 'CmRaAAAAs9MLO09gJTKf9BpLQfD3RChzI3E8jmMmdz3klaxeMYXi7trxqbAMyPJXM7xYe8P_cFx-lGDkBLE7W5hEoGf0rkRQdKK8d2LqoUK8dKuoVJIt2fVcVGzjjOzRHsgrJyG1EhDvj6Ed6i_UgkWtayUg6T01GhSUtgKEEHLAwpUp7woDczs39D_G3Q', 'width': 4608}]",ChIJ56DGB2jAvzsRAIrEg0deW50,"{'compound_code': 'GR89+6J Alto- Betim Porvorim, Penha de França, Goa', 'global_code': '7J7MGR89+6J'}",4.1,ChIJ56DGB2jAvzsRAIrEg0deW50,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",311,,restraunt,2,
358,OPERATIONAL,"Beach Road, Pacheco Vaddo, Majorda, Goa 403713, India","{'location': {'lat': 15.3125465, 'lng': 73.90675829999999}, 'viewport': {'northeast': {'lat': 15.31387232989272, 'lng': 73.90811457989271}, 'southwest': {'lat': 15.31117267010728, 'lng': 73.90541492010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,6b64cf99a7786ae1c1876502aa295f031ad37360,Pentagon Restaurant,{'open_now': True},"[{'height': 3036, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115828997608027876659"">Shweti Prabhu</a>'], 'photo_reference': 'CmRaAAAAIZJ1k_uVhTlrvVu9U2Ql9IHR7KA8lN_M__--UhaKCL_6i1-OgqbvS5untjwkwH-ZJZrrkA1yQjG_1DRB04ejezsB5fkexB-U1Qwj1nWqQ53lgJjfNMJsWlXRCmztnigmEhC1xOf9Q3YRe4j6Ki83HbtAGhTS21WQYJeXq9uBQBhi9MMgTcH8UA', 'width': 4048}]",ChIJT_B6Tem2vzsRUwYxhdaJ5PI,"{'compound_code': '8W74+2P Pacheco Vaddo, Gonsua, Goa', 'global_code': '7J7M8W74+2P'}",4.3,ChIJT_B6Tem2vzsRUwYxhdaJ5PI,"['restaurant', 'food', 'point_of_interest', 'establishment']",2385,,restraunt,2,
359,OPERATIONAL,"Cine Prashant Rd, near Central Bank of India, BEPQUEGAL, Vodlemol Cacora, Goa 403706, India","{'location': {'lat': 15.259096, 'lng': 74.109923}, 'viewport': {'northeast': {'lat': 15.26043892989272, 'lng': 74.11125927989272}, 'southwest': {'lat': 15.25773927010728, 'lng': 74.10855962010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,352cf6a02c8f50f9e88cdace8d9edf5ea38a4e6b,Girish Family Restaurant & Bar,{'open_now': False},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106775822078735719051"">Eltrin Desouza</a>'], 'photo_reference': 'CmRaAAAAkZPBUMLiSxHKQIIZ39s2-kUF4mYa2EtyhvV-4HThtVz8Ozpp5fl-rLbjww7b4hcxVpyk0--6CjWmxaed1yGzXroLuAYHdtU446I1HkRnUD0FqN1qEHoNOeu-RTB9lSTpEhDlL5hofbfU4-mDdpecmiG2GhSEAFBpIYj3DhZ9BfyhE7RXn1m3Kg', 'width': 1920}]",ChIJmVYom2SsvzsRlHDYgI8M1pE,"{'compound_code': '7455+JX Vodlemol Cacora, Goa', 'global_code': '7J7P7455+JX'}",3.7,ChIJmVYom2SsvzsRlHDYgI8M1pE,"['restaurant', 'food', 'point_of_interest', 'establishment']",640,,restraunt,2,
360,CLOSED_TEMPORARILY,"St. Anthony Prn, Poonam Resort Rd, Gumal Vaddo, Anjuna, Goa 403509, India","{'location': {'lat': 15.58376, 'lng': 73.73742000000001}, 'viewport': {'northeast': {'lat': 15.58515032989272, 'lng': 73.73892967989273}, 'southwest': {'lat': 15.58245067010728, 'lng': 73.73623002010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,66de108c34ff2ad6f8c37db1591dd3de730bc62c,Sea Paradise Bar & Restaurant,,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105473580959553451590"">Merwin D&#39;souza</a>'], 'photo_reference': 'CmRaAAAAg8O_lVn6FLZt5GGBwM2zpiTCSzfDAQ_AA4oCqpgKcmUbuloUZRuLvU-pSVr2DZzFwMUpgAiqoezOEyWdBrHEn86d0WU4Da8NVwR8cJzZ49ceKZqfDwK0Y6_r6eJhA7YvEhDS8py0oGd0PgqmLpOqzRMrGhSosRfhtdOm4Hz07oLnmqp9WYu4nA', 'width': 4160}]",ChIJ66p2XYPpvzsRy9JXG1NaLa0,"{'compound_code': 'HPMP+GX Gumal Vaddo, Anjuna, Goa', 'global_code': '7J7MHPMP+GX'}",3.7,ChIJ66p2XYPpvzsRy9JXG1NaLa0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",17,TRUE,restraunt,,
361,OPERATIONAL,"Mobor Opposite Raddisson Hotel Hungry Shark Road, Cavelossim, 403731, India","{'location': {'lat': 15.175937, 'lng': 73.94763069999999}, 'viewport': {'northeast': {'lat': 15.17729377989272, 'lng': 73.94905282989272}, 'southwest': {'lat': 15.17459412010728, 'lng': 73.94635317010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,dc2d20214c9da0cafa388bd6d6590c29b749912d,Cheers,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110525091534275640665"">Anastasia Sophia</a>'], 'photo_reference': 'CmRaAAAAb7GzcjENdy5WuJK969oTIl-xWwd7nkA-UwjMiRBq0pds8T8G55g0XZhHqw89ZuYijCxhgwbcPLlOoW-HE0vmcQiIkbK205yv19PiE8_16dfHW_peTLnF5ta_09kgiXk0EhBaDVrQ__8UiJYgqxtiO-bCGhTOXYcuXtMdQWTq6xVz36v3gybCvQ', 'width': 3024}]",ChIJH1Ogdr3BvzsRjj2MowQoqu0,"{'compound_code': '5WGX+93 Cavelossim, Goa', 'global_code': '7J7M5WGX+93'}",2.3,ChIJH1Ogdr3BvzsRjj2MowQoqu0,"['restaurant', 'food', 'point_of_interest', 'establishment']",6,,restraunt,,
